Opened,Name,City,State,City,Address
2/9/2007,Des Plaines-2655 Mannheim Rd,Des Plaines,Illinois,Chicagoland,"Des Plaines-2655 Mannheim Rd, Des Plaines, Illinois"
2/9/2007,135th & Briar,Leawood,Kansas,KansasCityKansas,"135th & Briar, Leawood, Kansas"
2/9/2007,"24th & Avenue B, Yuma",Yuma,Arizona,ArizonaRemoteMarkets,"24th & Avenue B, Yuma, Yuma, Arizona"
2/9/2007,"Middletown Crossing, DE",Middletown,Delaware,,"Middletown Crossing, DE, Middletown, Delaware"
2/9/2007,183 & Main Street,Euless,Texas,DallasFortWorth,"183 & Main Street, Euless, Texas"
2/9/2007,"Roosevelt & Rosecrans, San Diego",San Diego,California,SanDiego,"Roosevelt & Rosecrans, San Diego, San Diego, California"
2/9/2007,"Panama & Stine, Bakersfield",Bakersfield,California,CentralValley,"Panama & Stine, Bakersfield, Bakersfield, California"
2/9/2007,Randall & North,St Charles,Illinois,Chicagoland,"Randall & North, St Charles, Illinois"
2/9/2007,Old Fort & Mall Circle,Murfreesboro,Tennessee,Nashville,"Old Fort & Mall Circle, Murfreesboro, Tennessee"
2/9/2007,"Watertown, NY",Watertown,NewYork,NewYorkRemoteMarkets,"Watertown, NY, Watertown, NewYork"
2/9/2007,Sweetwater & Lexington,Sugar Land,Texas,Houston,"Sweetwater & Lexington, Sugar Land, Texas"
2/9/2007,Westgate Village-Central & Secor,Toledo,Ohio,Toledo,"Westgate Village-Central & Secor, Toledo, Ohio"
2/8/2007,Fruitville Pike,Lancaster,Pennsylvania,PennsylvaniaRemoteMarkets,"Fruitville Pike, Lancaster, Pennsylvania"
2/8/2007,South Hanover,Hanover,Pennsylvania,PennsylvaniaRemoteMarkets,"South Hanover, Hanover, Pennsylvania"
2/8/2007,Pyramid & Disc - Sparks,Sparks,Nevada,Reno,"Pyramid & Disc - Sparks, Sparks, Nevada"
2/7/2007,I-75 & Howell Mill Rd,Atlanta,Georgia,Atlanta,"I-75 & Howell Mill Rd, Atlanta, Georgia"
2/2/2007,Bird Rd & 144th Ave,Miami,Florida,Miami,"Bird Rd & 144th Ave, Miami, Florida"
2/2/2007,Marguerite & Avery,Mission Viejo,California,OrangeCounty,"Marguerite & Avery, Mission Viejo, California"
2/2/2007,Ames-Lincoln Way & Washington,Ames,Iowa,,"Ames-Lincoln Way & Washington, Ames, Iowa"
2/2/2007,Greenback & Garfield,Sacramento,California,Sacramento,"Greenback & Garfield, Sacramento, California"
2/2/2007,I-285 & Atlanta Rd,Smyrna,Georgia,Atlanta,"I-285 & Atlanta Rd, Smyrna, Georgia"
2/2/2007,111th & Memorial,Tulsa,Oklahoma,Tulsa,"111th & Memorial, Tulsa, Oklahoma"
2/2/2007,Harbor & McFadden,Santa Ana,California,OrangeCounty,"Harbor & McFadden, Santa Ana, California"
2/2/2007,Peru-Rte 251 & I-80,Peru,Illinois,IllinoisRemoteMarkets,"Peru-Rte 251 & I-80, Peru, Illinois"
2/2/2007,Murdock & Jackson,Oshkosh,Wisconsin,NorthernWisconsin,"Murdock & Jackson, Oshkosh, Wisconsin"
2/2/2007,"Oak Park, 10 Mile & Greenfield",Oak Park,Michigan,Detroit,"Oak Park, 10 Mile & Greenfield, Oak Park, Michigan"
1/30/2007,Jonestown Rd.,Winston-Salem,NorthCarolina,WinstonSalem,"Jonestown Rd., Winston-Salem, NorthCarolina"
1/29/2007,I-70 & I-270- Stapleton,Denver,Colorado,Denver,"I-70 & I-270- Stapleton, Denver, Colorado"
1/27/2007,Silvers Sands Outlet Mall & Hwy 98,Destin,Florida,Panhandle,"Silvers Sands Outlet Mall & Hwy 98, Destin, Florida"
1/26/2007,"Lakewood & Telegraph, Downey",Downey,California,LosAngeles,"Lakewood & Telegraph, Downey, Downey, California"
1/26/2007,Eagle & McMillan- Meridian,Boise,Idaho,Boise,"Eagle & McMillan- Meridian, Boise, Idaho"
1/26/2007,Las Posas Drive and Grand,San Marcos,California,SanDiego,"Las Posas Drive and Grand, San Marcos, California"
1/26/2007,FM 1960 & Aldine Westfield,Humble,Texas,Houston,"FM 1960 & Aldine Westfield, Humble, Texas"
1/26/2007,I-35 & 12th,Ardmore,Oklahoma,OklahomaRemoteMarkets,"I-35 & 12th, Ardmore, Oklahoma"
1/26/2007,I 69 & SR 8,Auburn,Indiana,FortWayne,"I 69 & SR 8, Auburn, Indiana"
1/26/2007,North & Schmale,Carol Stream,Illinois,Chicagoland,"North & Schmale, Carol Stream, Illinois"
1/26/2007,Silver Spring & Highway 164,Sussex,Wisconsin,Milwaukee,"Silver Spring & Highway 164, Sussex, Wisconsin"
1/26/2007,Palm Coast Pkwy & I-95,Palm Coast,Florida,TreasureCoast,"Palm Coast Pkwy & I-95, Palm Coast, Florida"
1/23/2007,Florida Mall - First Level,Orlando,Florida,Orlando,"Florida Mall - First Level, Orlando, Florida"
1/20/2007,Dunn Ave & Hart,Jacksonville,Florida,Jacksonville,"Dunn Ave & Hart, Jacksonville, Florida"
1/19/2007,La Sierra & Indiana,Riverside,California,RiversideSanBernardinoCounty,"La Sierra & Indiana, Riverside, California"
1/19/2007,Coffeen & Brundage Lane-Sheridan,Sheridian,Wyoming,,"Coffeen & Brundage Lane-Sheridan, Sheridian, Wyoming"
1/19/2007,Eureka & Pardee,Taylor,Michigan,Detroit,"Eureka & Pardee, Taylor, Michigan"
1/19/2007,Georgetown,Georgetown,Kentucky,Lexington,"Georgetown, Georgetown, Kentucky"
1/19/2007,4810 Davis Blvd,Naples,Florida,Naples,"4810 Davis Blvd, Naples, Florida"
1/19/2007,Iron Springs & Gail Gardner Way,Prescott,Arizona,Flagstaff,"Iron Springs & Gail Gardner Way, Prescott, Arizona"
1/19/2007,Roosevelt & Nicoll,Glen Ellyn,Illinois,Chicagoland,"Roosevelt & Nicoll, Glen Ellyn, Illinois"
1/18/2007,Downtown Kirkland,Kirkland,Washington,Seattle,"Downtown Kirkland, Kirkland, Washington"
1/17/2007,Tyrone Square,St. Petersburg,Florida,Tampa,"Tyrone Square, St. Petersburg, Florida"
1/15/2007,Katella & Main,Orange,California,OrangeCounty,"Katella & Main, Orange, California"
1/15/2007,I-70 Business Loop & 32 Rd - C,Clifton,Colorado,ColoradoRemoteMarkets,"I-70 Business Loop & 32 Rd - C, Clifton, Colorado"
1/13/2007,Davie Blvd & Federal Hwy,Fort Lauderdale,Florida,BrowardCounty,"Davie Blvd & Federal Hwy, Fort Lauderdale, Florida"
1/12/2007,"Marion, OH",Marion,Ohio,OhioRemoteMarkets,"Marion, OH, Marion, Ohio"
1/12/2007,Arden & Morse,Sacramento,California,Sacramento,"Arden & Morse, Sacramento, California"
1/12/2007,63rd & Broadway,New York,NewYork,NewYorkCity,"63rd & Broadway, New York, NewYork"
1/12/2007,150 Bullock St-Pocatello,Pocatello,Idaho,IdahoRemoteMarkets,"150 Bullock St-Pocatello, Pocatello, Idaho"
1/12/2007,1761 Rio Rancho Blvd,Rio Rancho,NewMexico,Albuquerque,"1761 Rio Rancho Blvd, Rio Rancho, NewMexico"
1/12/2007,Countryside Marketplace,Sterling,Virginia,NorthernVirginia,"Countryside Marketplace, Sterling, Virginia"
1/12/2007,Oaks Mall,Gainsville,Florida,Gainesville,"Oaks Mall, Gainsville, Florida"
1/12/2007,"Southern & Unser, Rio Rancho",Rio Rancho,NewMexico,Albuquerque,"Southern & Unser, Rio Rancho, Rio Rancho, NewMexico"
1/11/2007,Clifton Route 3,Clifton,NewJersey,,"Clifton Route 3, Clifton, NewJersey"
1/9/2007,SR 436 & Howell Branch Rd,Casselberry,Florida,Orlando,"SR 436 & Howell Branch Rd, Casselberry, Florida"
1/8/2007,Highlands Garden Village,Denver,Colorado,Denver,"Highlands Garden Village, Denver, Colorado"
1/8/2007,Lincoln & Valley View,Buena Park,California,OrangeCounty,"Lincoln & Valley View, Buena Park, California"
1/5/2007,Ben White & Payload Pass,Austin,Texas,Austin,"Ben White & Payload Pass, Austin, Texas"
1/5/2007,Cooper & Park Row,Arlington,Texas,DallasFortWorth,"Cooper & Park Row, Arlington, Texas"
1/5/2007,Hall & Nimbus- Beaverton,Beaverton,Oregon,Portland,"Hall & Nimbus- Beaverton, Beaverton, Oregon"
1/5/2007,I 10 & Katy Mills,Katy,Texas,Houston,"I 10 & Katy Mills, Katy, Texas"
1/3/2007,Giroux Crossing,St. Albert,Alberta,Edmonton,"Giroux Crossing, St. Albert, Alberta"
1/1/2007,Mainland & Nelson Yaletown Park,Vancouver,BritishColumbia,Vancouver,"Mainland & Nelson Yaletown Park, Vancouver, BritishColumbia"
12/30/2006,Haywood Mall,Greenville,SouthCarolina,Greenville,"Haywood Mall, Greenville, SouthCarolina"
12/30/2006,Woodbury Town Center,Irvine,California,OrangeCounty,"Woodbury Town Center, Irvine, California"
12/30/2006,Peabody & Hume - Vacaville,Vacaville,California,SolanoCounty,"Peabody & Hume - Vacaville, Vacaville, California"
12/30/2006,"Oceanside & I-5, Oceanside",Oceanside,California,SanDiego,"Oceanside & I-5, Oceanside, Oceanside, California"
12/29/2006,Farmwell Road,Ashburn,Virginia,NorthernVirginia,"Farmwell Road, Ashburn, Virginia"
12/29/2006,Charles Village,Baltimore,Maryland,Baltimore,"Charles Village, Baltimore, Maryland"
12/29/2006,Merrillville-Rte 30 & Mississippi,Merrillville,Indiana,NorthwestIndiana,"Merrillville-Rte 30 & Mississippi, Merrillville, Indiana"
12/29/2006,"Broadway & Randolph, Tucson",Tucson,Arizona,Tucson,"Broadway & Randolph, Tucson, Tucson, Arizona"
12/29/2006,Roseland,Roseland,NewJersey,,"Roseland, Roseland, NewJersey"
12/29/2006,Tilden & Blanding,Alameda,California,AlamedaCounty,"Tilden & Blanding, Alameda, California"
12/29/2006,The Village at Bridgewater Commons,Bridgewater,NewJersey,,"The Village at Bridgewater Commons, Bridgewater, NewJersey"
12/29/2006,Roosevelt & Canal - South Loop,Chicago,Illinois,Chicagoland,"Roosevelt & Canal - South Loop, Chicago, Illinois"
12/26/2006,Santa Monica & 26th,Santa Monica,California,LosAngeles,"Santa Monica & 26th, Santa Monica, California"
12/22/2006,1901 West Street,Annapolis,Maryland,Annapolis,"1901 West Street, Annapolis, Maryland"
12/22/2006,Rodney Parham & Treasure Hill,Little Rock,Arkansas,,"Rodney Parham & Treasure Hill, Little Rock, Arkansas"
12/22/2006,Yonge & Erskine,Toronto,Ontario,Toronto,"Yonge & Erskine, Toronto, Ontario"
12/22/2006,Southgate Plaza,Sarasota,Florida,SarasotaBradenton,"Southgate Plaza, Sarasota, Florida"
12/21/2006,Calgary House,Calgary,Alberta,Calgary,"Calgary House, Calgary, Alberta"
12/21/2006,Boca Town Center Mall Terrace,Boca Raton,Florida,PalmBeachCounty,"Boca Town Center Mall Terrace, Boca Raton, Florida"
12/21/2006,Houston Levee & Winchester,Collierville,Tennessee,Memphis,"Houston Levee & Winchester, Collierville, Tennessee"
12/21/2006,Upper Canada Mall - Lower Level,Newmarket,Ontario,Toronto,"Upper Canada Mall - Lower Level, Newmarket, Ontario"
12/21/2006,Robson & Richards,Vancouver,BritishColumbia,Vancouver,"Robson & Richards, Vancouver, BritishColumbia"
12/20/2006,35th & Fauntleroy,Seattle,Washington,Seattle,"35th & Fauntleroy, Seattle, Washington"
12/20/2006,Hwy 6 & Bissonnet,Houston,Texas,Houston,"Hwy 6 & Bissonnet, Houston, Texas"
12/20/2006,Eglin Pkwy & Walter Martin,Fort Walton Beach,Florida,Panhandle,"Eglin Pkwy & Walter Martin, Fort Walton Beach, Florida"
12/20/2006,"300 E. Lincoln Hwy, Exton",Exton,Pennsylvania,Philadelphia,"300 E. Lincoln Hwy, Exton, Exton, Pennsylvania"
12/20/2006,Mundelein-Route 60 & 83,Mundelein,Illinois,Chicagoland,"Mundelein-Route 60 & 83, Mundelein, Illinois"
12/19/2006,Millennia Mall Downstairs,Orlando,Florida,Orlando,"Millennia Mall Downstairs, Orlando, Florida"
12/18/2006,Edison Mall - First Level,Fort Myers,Florida,Naples,"Edison Mall - First Level, Fort Myers, Florida"
12/18/2006,17th and Hover- Longmont,Longmont,Colorado,FortCollins,"17th and Hover- Longmont, Longmont, Colorado"
12/18/2006,Oregon Way & Industrial- Longview,Longview,Washington,SouthwesternWashington,"Oregon Way & Industrial- Longview, Longview, Washington"
12/18/2006,Wooster Crossings,Wooster,Ohio,OhioRemoteMarkets,"Wooster Crossings, Wooster, Ohio"
12/18/2006,Renaissance Center,Altamonte Springs,Florida,Orlando,"Renaissance Center, Altamonte Springs, Florida"
12/18/2006,Woodland Hills Mall,Tulsa,Oklahoma,Tulsa,"Woodland Hills Mall, Tulsa, Oklahoma"
12/16/2006,Kentucky Oaks Mall,Paducah,Kentucky,KentuckyRemoteMarkets,"Kentucky Oaks Mall, Paducah, Kentucky"
12/16/2006,Eagle Ridge Mall - First Level,Lake Wales,Florida,FloridaRemoteMarkets,"Eagle Ridge Mall - First Level, Lake Wales, Florida"
12/16/2006,Hwy 16 & Hwy 64,Denham Springs,Louisiana,BatonRouge,"Hwy 16 & Hwy 64, Denham Springs, Louisiana"
12/16/2006,Governor`s Square Mall - FoodCourt,Tallahassee,Florida,Panhandle,"Governor`s Square Mall - FoodCourt, Tallahassee, Florida"
12/16/2006,Augusta St & Faris Rd,Greenville,SouthCarolina,Greenville,"Augusta St & Faris Rd, Greenville, SouthCarolina"
12/15/2006,Forest & Webb Chapel,Dallas,Texas,DallasFortWorth,"Forest & Webb Chapel, Dallas, Texas"
12/15/2006,514 86th St,Brooklyn,NewYork,NewYorkCity,"514 86th St, Brooklyn, NewYork"
12/15/2006,111th & Hickman,Clive,Iowa,,"111th & Hickman, Clive, Iowa"
12/15/2006,Lansdowne Town Center,Ashburn,Virginia,NorthernVirginia,"Lansdowne Town Center, Ashburn, Virginia"
12/15/2006,Bicentennial & Sun City Anthem,Henderson,Nevada,LasVegas,"Bicentennial & Sun City Anthem, Henderson, Nevada"
12/15/2006,Downtown Scarsdale,Scarsdale,NewYork,WestchesterCounty,"Downtown Scarsdale, Scarsdale, NewYork"
12/15/2006,"Madison Hgts, 12 Mile & Dartmouth",Madison Heights,Michigan,Detroit,"Madison Hgts, 12 Mile & Dartmouth, Madison Heights, Michigan"
12/15/2006,Green Valley & Francisco,El Dorado Hills,California,Sacramento,"Green Valley & Francisco, El Dorado Hills, California"
12/15/2006,Crossgates Mall,Albany,NewYork,Albany,"Crossgates Mall, Albany, NewYork"
12/15/2006,Navarro & Loop 463,Victoria,Texas,RemoteMarkets,"Navarro & Loop 463, Victoria, Texas"
12/15/2006,Mount Moriah,Durham,NorthCarolina,RaleighDurhamChapelHill,"Mount Moriah, Durham, NorthCarolina"
12/15/2006,Tillotson & Godman,Muncie,Indiana,IndianaRemoteMarkets,"Tillotson & Godman, Muncie, Indiana"
12/15/2006,North & Grace,Lombard,Illinois,Chicagoland,"North & Grace, Lombard, Illinois"
12/15/2006,Veterans Pkwy & Morrissey,Bloomington,Illinois,IllinoisRemoteMarkets,"Veterans Pkwy & Morrissey, Bloomington, Illinois"
12/15/2006,Watt & Roseville,North Highlands,California,Sacramento,"Watt & Roseville, North Highlands, California"
12/15/2006,SR 933 & Cleveland,South Bend,Indiana,NorthwestIndiana,"SR 933 & Cleveland, South Bend, Indiana"
12/15/2006,SR 22 & Beaner,Gas City,Indiana,IndianaRemoteMarkets,"SR 22 & Beaner, Gas City, Indiana"
12/15/2006,North & 25th - Melrose Park,Melrose Park,Illinois,Chicagoland,"North & 25th - Melrose Park, Melrose Park, Illinois"
12/14/2006,Bel Air Mall - First Level,Mobile,Alabama,Mobile,"Bel Air Mall - First Level, Mobile, Alabama"
12/14/2006,Colonial Plaza,Orlando,Florida,Orlando,"Colonial Plaza, Orlando, Florida"
12/14/2006,The Grange,Edmonton,Alberta,Edmonton,"The Grange, Edmonton, Alberta"
12/14/2006,Ocean County Mall,Toms River,NewJersey,,"Ocean County Mall, Toms River, NewJersey"
12/13/2006,Germantown & Macon,Cordova,Tennessee,Memphis,"Germantown & Macon, Cordova, Tennessee"
12/13/2006,Satellite Blvd & Old P`tree Rd,Duluth,Georgia,Atlanta,"Satellite Blvd & Old P`tree Rd, Duluth, Georgia"
12/12/2006,Burlington Retail Center,Burlington,Washington,Bellingham,"Burlington Retail Center, Burlington, Washington"
12/11/2006,Line & Pierremont,Shreveport,Louisiana,Shreveport,"Line & Pierremont, Shreveport, Louisiana"
12/11/2006,"El Camino & Santa Cruz, Atascadero",Atascadero,California,CentralCoast,"El Camino & Santa Cruz, Atascadero, Atascadero, California"
12/11/2006,Santa Cruz & Hwy 9,Los Gatos,California,SantaClaraCounty,"Santa Cruz & Hwy 9, Los Gatos, California"
12/9/2006,Grand Island-Hwy 281 & Old Potash,Grand Island,Nebraska,,"Grand Island-Hwy 281 & Old Potash, Grand Island, Nebraska"
12/8/2006,"Hwy 93 & Reserve Dr, Kalispell",Kalispell,Montana,,"Hwy 93 & Reserve Dr, Kalispell, Kalispell, Montana"
12/8/2006,Bridge Street Plaza- Clarkston,Clarkston,Washington,SoutheasternWashington,"Bridge Street Plaza- Clarkston, Clarkston, Washington"
12/8/2006,41st & Soquel,Soquel,California,CentralCoast,"41st & Soquel, Soquel, California"
12/8/2006,Hwy 16A & Jennfer Heil Way,Spruce Grove,Alberta,Edmonton,"Hwy 16A & Jennfer Heil Way, Spruce Grove, Alberta"
12/8/2006,Magic Mountain & Tourney,Valencia,California,SantaClarita,"Magic Mountain & Tourney, Valencia, California"
12/8/2006,Eastridge Mall- Casper,Casper,Wyoming,,"Eastridge Mall- Casper, Casper, Wyoming"
12/8/2006,Hwy 34 & Taft--Loveland,Loveland,Colorado,FortCollins,"Hwy 34 & Taft--Loveland, Loveland, Colorado"
12/8/2006,4th and Abriendo,Pueblo,Colorado,Pueblo,"4th and Abriendo, Pueblo, Colorado"
12/8/2006,I-35 & Sam Bass,Round Rock,Texas,Austin,"I-35 & Sam Bass, Round Rock, Texas"
12/8/2006,Calumet & 41st,Manitowoc,Wisconsin,NorthernWisconsin,"Calumet & 41st, Manitowoc, Wisconsin"
12/8/2006,Hwy 99 & Hazel - Gridley,Gridley,California,NorthernCalifornia,"Hwy 99 & Hazel - Gridley, Gridley, California"
12/8/2006,"Lake Mead & McDaniel, N LV",North Las Vegas,Nevada,LasVegas,"Lake Mead & McDaniel, N LV, North Las Vegas, Nevada"
12/8/2006,Tudor Rd and C Street,Anchorage,Alaska,,"Tudor Rd and C Street, Anchorage, Alaska"
12/8/2006,Riverpark North,Fresno,California,CentralValley,"Riverpark North, Fresno, California"
12/8/2006,The Village Apartments,Irvine,California,OrangeCounty,"The Village Apartments, Irvine, California"
12/8/2006,Ponderay Plaza- Ponderay,Ponderay,Idaho,NorthernIdaho,"Ponderay Plaza- Ponderay, Ponderay, Idaho"
12/8/2006,Shops at Atlas Park,Glendale,NewYork,NewYorkCity,"Shops at Atlas Park, Glendale, NewYork"
12/8/2006,Park Royal Indigo,West Vancouver,BritishColumbia,Vancouver,"Park Royal Indigo, West Vancouver, BritishColumbia"
12/6/2006,Ellice Ave St & Milt Stegal Dr,Winnipeg,Manitoba,,"Ellice Ave St & Milt Stegal Dr, Winnipeg, Manitoba"
12/6/2006,"Val Vista & Southern, Mesa",Mesa,Arizona,Phoenix,"Val Vista & Southern, Mesa, Mesa, Arizona"
12/5/2006,8th Ave & 49th St,Hialeah,Florida,Miami,"8th Ave & 49th St, Hialeah, Florida"
12/5/2006,Port Charlotte,Port Charlotte,Florida,Naples,"Port Charlotte, Port Charlotte, Florida"
12/4/2006,Olive & Price,Olivette,Missouri,StLouis,"Olive & Price, Olivette, Missouri"
12/1/2006,2983 Westoak Trails,Oakville,Ontario,Toronto,"2983 Westoak Trails, Oakville, Ontario"
12/1/2006,I-20 & Cooktown,Ruston,Louisiana,LouisianaRemoteMarkets,"I-20 & Cooktown, Ruston, Louisiana"
12/1/2006,King & York - PATH Concourse,Toronto,Ontario,Toronto,"King & York - PATH Concourse, Toronto, Ontario"
12/1/2006,Aspen & Kenosha,Broken Arrow,Oklahoma,Tulsa,"Aspen & Kenosha, Broken Arrow, Oklahoma"
12/1/2006,Davenport-Kimberly & Bridge,Davenport,Iowa,,"Davenport-Kimberly & Bridge, Davenport, Iowa"
12/1/2006,Fleur & Stanton,Des Moines,Iowa,,"Fleur & Stanton, Des Moines, Iowa"
12/1/2006,I 35E & Sandy Lake,Carrollton,Texas,DallasFortWorth,"I 35E & Sandy Lake, Carrollton, Texas"
12/1/2006,Bolingbrook-Boughton & Janes,Bolingbrook,Illinois,Chicagoland,"Bolingbrook-Boughton & Janes, Bolingbrook, Illinois"
12/1/2006,Hwy 141 & I-44,Valley Park,Missouri,StLouis,"Hwy 141 & I-44, Valley Park, Missouri"
12/1/2006,"Aberdeen, NC",Aberdeen,NorthCarolina,NorthCarolinaRemoteMarkets,"Aberdeen, NC, Aberdeen, NorthCarolina"
12/1/2006,Metrocenter & Dominican,Nashville,Tennessee,Nashville,"Metrocenter & Dominican, Nashville, Tennessee"
12/1/2006,SR 70 & I-75,Bradenton,Florida,SarasotaBradenton,"SR 70 & I-75, Bradenton, Florida"
12/1/2006,Sarasota Square Mall - First Level,Sarasota,Florida,SarasotaBradenton,"Sarasota Square Mall - First Level, Sarasota, Florida"
12/1/2006,Sycamore & Shadowridge,Vista,California,SanDiego,"Sycamore & Shadowridge, Vista, California"
12/1/2006,Nolensville & Concord,Brentwood,Tennessee,Nashville,"Nolensville & Concord, Brentwood, Tennessee"
12/1/2006,"Wadworth & Bowles, Littleton",Littleton,Colorado,Denver,"Wadworth & Bowles, Littleton, Littleton, Colorado"
11/30/2006,1040 Kennedy Circle,Milton,Ontario,Toronto,"1040 Kennedy Circle, Milton, Ontario"
11/30/2006,Indiana Commons,Indiana,Pennsylvania,PennsylvaniaRemoteMarkets,"Indiana Commons, Indiana, Pennsylvania"
11/30/2006,"Rte 46 W, Little Ferry",Little Ferry,NewJersey,,"Rte 46 W, Little Ferry, Little Ferry, NewJersey"
11/28/2006,Yonge & Finch,Toronto,Ontario,Toronto,"Yonge & Finch, Toronto, Ontario"
11/27/2006,Lake & Jefferson - West Loop,Chicago,Illinois,Chicagoland,"Lake & Jefferson - West Loop, Chicago, Illinois"
11/27/2006,Park Ave & Globeville- Denver,Denver,Colorado,Denver,"Park Ave & Globeville- Denver, Denver, Colorado"
11/25/2006,"Clayton, NC",Clayton,NorthCarolina,NorthCarolinaRemoteMarkets,"Clayton, NC, Clayton, NorthCarolina"
11/24/2006,Bolingbrook-Weber & Lilly Cache,Bolingbrook,Illinois,Chicagoland,"Bolingbrook-Weber & Lilly Cache, Bolingbrook, Illinois"
11/24/2006,Queen & Logan,Toronto,Ontario,Toronto,"Queen & Logan, Toronto, Ontario"
11/24/2006,Town Center Pkwy & Brightman Blvd,Jacksonville,Florida,Jacksonville,"Town Center Pkwy & Brightman Blvd, Jacksonville, Florida"
11/22/2006,Int`l Blvd & Bentonville Pkwy,North Charleston,SouthCarolina,Charleston,"Int`l Blvd & Bentonville Pkwy, North Charleston, SouthCarolina"
11/22/2006,25th & Wabash,Terre Haute,Indiana,IndianaRemoteMarkets,"25th & Wabash, Terre Haute, Indiana"
11/22/2006,Merlot Dr & Wine Country Rd - Pross,Prosser,Washington,CentralWashington,"Merlot Dr & Wine Country Rd - Pross, Prosser, Washington"
11/22/2006,Shops at Saucon Valley,Lehigh Valley,Pennsylvania,PennsylvaniaRemoteMarkets,"Shops at Saucon Valley, Lehigh Valley, Pennsylvania"
11/21/2006,Center St. & Mullen-Tacoma,Tacoma,Washington,Tacoma,"Center St. & Mullen-Tacoma, Tacoma, Washington"
11/21/2006,Government & Catherine,Mobile,Alabama,Mobile,"Government & Catherine, Mobile, Alabama"
